三明市清流县公安局	福建省三明市清流县
玉林市博白县公安局	广西壮族自治区玉林市博白县
玉林市福绵区公安局	广西壮族自治区玉林市福绵区
玉林市容县公安局	广西壮族自治区玉林市容县
防城港市上思县公安局	广西壮族自治区防城港市上思县
防城港市防城区公安局	广西壮族自治区防城港市防城区
防城港市东兴市公安局	广西壮族自治区防城港市东兴市
防城港市港口区公安局	广西壮族自治区防城港市港口区
桂林市灵川县公安局	广西壮族自治区桂林市灵川县
桂林市七星区公安局	广西壮族自治区桂林市七星区
桂林市秀峰区公安局	广西壮族自治区桂林市秀峰区
桂林市全州县公安局	广西壮族自治区桂林市全州县
桂林市灌阳县公安局	广西壮族自治区桂林市灌阳县
桂林市龙胜各族自治县公安局	广西壮族自治区桂林市龙胜各族自治县
桂林市永福县公安局	广西壮族自治区桂林市永福县
桂林市荔浦市公安局	广西壮族自治区桂林市荔浦市
桂林市阳朔县公安局	广西壮族自治区桂林市阳朔县
桂林市雁山区公安局	广西壮族自治区桂林市雁山区
桂林市平乐县公安局	广西壮族自治区桂林市平乐县
桂林市叠彩区公安局	广西壮族自治区桂林市叠彩区
桂林市资源县公安局	广西壮族自治区桂林市资源县
桂林市象山区公安局	广西壮族自治区桂林市象山区
桂林市临桂区公安局	广西壮族自治区桂林市临桂区
桂林市兴安县公安局	广西壮族自治区桂林市兴安县
桂林市恭城瑶族自治县公安局	广西壮族自治区桂林市恭城瑶族自治县
柳州市柳南区公安局	广西壮族自治区柳州市柳南区
柳州市柳北区公安局	广西壮族自治区柳州市柳北区
柳州市融安县公安局	广西壮族自治区柳州市融安县
柳州市柳江区公安局	广西壮族自治区柳州市柳江区
柳州市鱼峰区公安局	广西壮族自治区柳州市鱼峰区
柳州市鹿寨县公安局	广西壮族自治区柳州市鹿寨县
柳州市城中区公安局	广西壮族自治区柳州市城中区
柳州市三江侗族自治县公安局	广西壮族自治区柳州市三江侗族自治县
柳州市融水苗族自治县公安局	广西壮族自治区柳州市融水苗族自治县
柳州市柳城县公安局	广西壮族自治区柳州市柳城县
百色市右江区公安局	广西壮族自治区百色市右江区
百色市田林县公安局	广西壮族自治区百色市田林县
百色市田东县公安局	广西壮族自治区百色市田东县
百色市凌云县公安局	广西壮族自治区百色市凌云县
百色市平果县公安局	广西壮族自治区百色市平果县
百色市德保县公安局	广西壮族自治区百色市德保县
百色市乐业县公安局	广西壮族自治区百色市乐业县
百色市隆林各族自治县公安局	广西壮族自治区百色市隆林各族自治县
百色市西林县公安局	广西壮族自治区百色市西林县
百色市那坡县公安局	广西壮族自治区百色市那坡县
百色市田阳县公安局	广西壮族自治区百色市田阳县
百色市靖西市公安局	广西壮族自治区百色市靖西市
朔州市山阴县公安局	山西省朔州市山阴县
朔州市山西朔州经济开发区公安局	山西省朔州市山西朔州经济开发区
朔州市怀仁市公安局	山西省朔州市怀仁市
朔州市应县公安局	山西省朔州市应县
朔州市右玉县公安局	山西省朔州市右玉县
朔州市平鲁区公安局	山西省朔州市平鲁区
朔州市朔城区公安局	山西省朔州市朔城区
晋城市陵川县公安局	山西省晋城市陵川县
晋城市阳城县公安局	山西省晋城市阳城县
晋城市泽州县公安局	山西省晋城市泽州县
晋城市城区公安局	山西省晋城市城区
晋城市沁水县公安局	山西省晋城市沁水县
晋城市高平市公安局	山西省晋城市高平市
阳泉市盂县公安局	山西省阳泉市盂县
阳泉市城区公安局	山西省阳泉市城区
阳泉市平定县公安局	山西省阳泉市平定县
阳泉市矿区公安局	山西省阳泉市矿区
阳泉市郊区公安局	山西省阳泉市郊区
吕梁市中阳县公安局	山西省吕梁市中阳县
吕梁市孝义市公安局	山西省吕梁市孝义市
吕梁市汾阳市公安局	山西省吕梁市汾阳市
吕梁市临县公安局	山西省吕梁市临县
吕梁市兴县公安局	山西省吕梁市兴县
吕梁市交城县公安局	山西省吕梁市交城县
吕梁市文水县公安局	山西省吕梁市文水县
吕梁市交口县公安局	山西省吕梁市交口县
吕梁市石楼县公安局	山西省吕梁市石楼县
吕梁市方山县公安局	山西省吕梁市方山县
吕梁市柳林县公安局	山西省吕梁市柳林县
吕梁市岚县公安局	山西省吕梁市岚县
吕梁市离石区公安局	山西省吕梁市离石区
太原市尖草坪区公安局	山西省太原市尖草坪区
太原市清徐县公安局	山西省太原市清徐县
太原市杏花岭区公安局	山西省太原市杏花岭区
太原市小店区公安局	山西省太原市小店区
太原市山西转型综合改革示范区公安局	山西省太原市山西转型综合改革示范区
太原市晋源区公安局	山西省太原市晋源区
太原市万柏林区公安局	山西省太原市万柏林区
太原市娄烦县公安局	山西省太原市娄烦县
太原市古交市公安局	山西省太原市古交市
太原市迎泽区公安局	山西省太原市迎泽区
太原市阳曲县公安局	山西省太原市阳曲县
长治市沁源县公安局	山西省长治市沁源县
长治市上党区公安局	山西省长治市上党区
长治市襄垣县公安局	山西省长治市襄垣县
长治市沁县公安局	山西省长治市沁县
长治市武乡县公安局	山西省长治市武乡县
长治市平顺县公安局	山西省长治市平顺县
长治市壶关县公安局	山西省长治市壶关县
长治市潞城区公安局	山西省长治市潞城区
长治市山西长治高新技术产业园区公安局	山西省长治市山西长治高新技术产业园区
长治市黎城县公安局	山西省长治市黎城县
长治市长子县公安局	山西省长治市长子县
长治市潞州区公安局	山西省长治市潞州区
长治市屯留区公安局	山西省长治市屯留区
临汾市永和县公安局	山西省临汾市永和县
临汾市尧都区公安局	山西省临汾市尧都区
临汾市翼城县公安局	山西省临汾市翼城县
临汾市乡宁县公安局	山西省临汾市乡宁县
临汾市安泽县公安局	山西省临汾市安泽县
临汾市霍州市公安局	山西省临汾市霍州市
临汾市古县公安局	山西省临汾市古县
临汾市洪洞县公安局	山西省临汾市洪洞县
临汾市隰县公安局	山西省临汾市隰县
临汾市侯马市公安局	山西省临汾市侯马市
临汾市襄汾县公安局	山西省临汾市襄汾县
临汾市曲沃县公安局	山西省临汾市曲沃县
临汾市浮山县公安局	山西省临汾市浮山县
临汾市蒲县公安局	山西省临汾市蒲县
临汾市大宁县公安局	山西省临汾市大宁县
临汾市吉县公安局	山西省临汾市吉县
临汾市汾西县公安局	山西省临汾市汾西县
晋中市平遥县公安局	山西省晋中市平遥县
晋中市左权县公安局	山西省晋中市左权县
晋中市寿阳县公安局	山西省晋中市寿阳县
晋中市和顺县公安局	山西省晋中市和顺县
晋中市祁县公安局	山西省晋中市祁县
晋中市灵石县公安局	山西省晋中市灵石县
晋中市榆次区公安局	山西省晋中市榆次区
晋中市昔阳县公安局	山西省晋中市昔阳县
晋中市榆社县公安局	山西省晋中市榆社县
晋中市太谷县公安局	山西省晋中市太谷县
晋中市介休市公安局	山西省晋中市介休市
大同市阳高县公安局	山西省大同市阳高县
大同市山西大同经济开发区公安局	山西省大同市山西大同经济开发区
大同市平城区公安局	山西省大同市平城区
大同市灵丘县公安局	山西省大同市灵丘县
大同市天镇县公安局	山西省大同市天镇县
大同市云冈区公安局	山西省大同市云冈区
大同市新荣区公安局	山西省大同市新荣区
大同市云州区公安局	山西省大同市云州区
大同市广灵县公安局	山西省大同市广灵县
大同市浑源县公安局	山西省大同市浑源县
大同市左云县公安局	山西省大同市左云县
运城市平陆县公安局	山西省运城市平陆县
运城市盐湖区公安局	山西省运城市盐湖区
运城市万荣县公安局	山西省运城市万荣县
运城市夏县公安局	山西省运城市夏县
运城市永济市公安局	山西省运城市永济市
运城市芮城县公安局	山西省运城市芮城县
运城市稷山县公安局	山西省运城市稷山县
运城市新绛县公安局	山西省运城市新绛县
运城市河津市公安局	山西省运城市河津市
运城市临猗县公安局	山西省运城市临猗县
运城市绛县公安局	山西省运城市绛县
运城市闻喜县公安局	山西省运城市闻喜县
运城市垣曲县公安局	山西省运城市垣曲县
忻州市岢岚县公安局	山西省忻州市岢岚县
忻州市定襄县公安局	山西省忻州市定襄县
忻州市五台县公安局	山西省忻州市五台县
忻州市宁武县公安局	山西省忻州市宁武县
忻州市忻府区公安局	山西省忻州市忻府区
忻州市代县公安局	山西省忻州市代县
忻州市五寨县公安局	山西省忻州市五寨县
忻州市繁峙县公安局	山西省忻州市繁峙县
忻州市神池县公安局	山西省忻州市神池县
忻州市保德县公安局	山西省忻州市保德县
忻州市偏关县公安局	山西省忻州市偏关县
忻州市原平市公安局	山西省忻州市原平市
忻州市河曲县公安局	山西省忻州市河曲县
忻州市五台山风景名胜区公安局	山西省忻州市五台山风景名胜区
忻州市静乐县公安局	山西省忻州市静乐县
红河哈尼族彝族自治州红河县公安局	云南省红河哈尼族彝族自治州红河县
红河哈尼族彝族自治州建水县公安局	云南省红河哈尼族彝族自治州建水县
红河哈尼族彝族自治州石屏县公安局	云南省红河哈尼族彝族自治州石屏县
红河哈尼族彝族自治州屏边苗族自治县公安局	云南省红河哈尼族彝族自治州屏边苗族自治县
红河哈尼族彝族自治州河口瑶族自治县公安局	云南省红河哈尼族彝族自治州河口瑶族自治县
红河哈尼族彝族自治州个旧市公安局	云南省红河哈尼族彝族自治州个旧市
红河哈尼族彝族自治州蒙自市公安局	云南省红河哈尼族彝族自治州蒙自市
红河哈尼族彝族自治州泸西县公安局	云南省红河哈尼族彝族自治州泸西县
红河哈尼族彝族自治州元阳县公安局	云南省红河哈尼族彝族自治州元阳县
红河哈尼族彝族自治州开远市公安局	云南省红河哈尼族彝族自治州开远市
红河哈尼族彝族自治州弥勒市公安局	云南省红河哈尼族彝族自治州弥勒市
红河哈尼族彝族自治州绿春县公安局	云南省红河哈尼族彝族自治州绿春县
红河哈尼族彝族自治州金平苗族瑶族傣族自治县公安局	云南省红河哈尼族彝族自治州金平苗族瑶族傣族自治县
西双版纳傣族自治州景洪市公安局	云南省西双版纳傣族自治州景洪市
西双版纳傣族自治州勐海县公安局	云南省西双版纳傣族自治州勐海县
西双版纳傣族自治州勐腊县公安局	云南省西双版纳傣族自治州勐腊县
昆明市晋宁区公安局	云南省昆明市晋宁区
昆明市安宁市公安局	云南省昆明市安宁市
昆明市宜良县公安局	云南省昆明市宜良县
昆明市官渡区公安局	云南省昆明市官渡区
昆明市东川区公安局	云南省昆明市东川区
昆明市禄劝彝族苗族自治县公安局	云南省昆明市禄劝彝族苗族自治县
昆明市石林彝族自治县公安局	云南省昆明市石林彝族自治县
昆明市富民县公安局	云南省昆明市富民县
昆明市五华区公安局	云南省昆明市五华区
昆明市呈贡区公安局	云南省昆明市呈贡区
昆明市西山区公安局	云南省昆明市西山区
昆明市寻甸回族彝族自治县公安局	云南省昆明市寻甸回族彝族自治县
昆明市嵩明县公安局	云南省昆明市嵩明县
昆明市盘龙区公安局	云南省昆明市盘龙区
保山市腾冲市公安局	云南省保山市腾冲市
保山市施甸县公安局	云南省保山市施甸县
保山市龙陵县公安局	云南省保山市龙陵县
保山市昌宁县公安局	云南省保山市昌宁县
保山市隆阳区公安局	云南省保山市隆阳区
省直辖县级行政区划陵水黎族自治县公安局	海南省省直辖县级行政区划陵水黎族自治县
省直辖县级行政区划白沙黎族自治县公安局	海南省省直辖县级行政区划白沙黎族自治县
省直辖县级行政区划东方市公安局	海南省省直辖县级行政区划东方市
省直辖县级行政区划临高县公安局	海南省省直辖县级行政区划临高县
省直辖县级行政区划乐东黎族自治县公安局	海南省省直辖县级行政区划乐东黎族自治县
省直辖县级行政区划琼中黎族苗族自治县公安局	海南省省直辖县级行政区划琼中黎族苗族自治县
省直辖县级行政区划保亭黎族苗族自治县公安局	海南省省直辖县级行政区划保亭黎族苗族自治县
省直辖县级行政区划万宁市公安局	海南省省直辖县级行政区划万宁市
省直辖县级行政区划澄迈县公安局	海南省省直辖县级行政区划澄迈县
省直辖县级行政区划屯昌县公安局	海南省省直辖县级行政区划屯昌县
省直辖县级行政区划定安县公安局	海南省省直辖县级行政区划定安县
省直辖县级行政区划文昌市公安局	海南省省直辖县级行政区划文昌市
省直辖县级行政区划琼海市公安局	海南省省直辖县级行政区划琼海市
省直辖县级行政区划昌江黎族自治县公安局	海南省省直辖县级行政区划昌江黎族自治县
省直辖县级行政区划五指山市公安局	海南省省直辖县级行政区划五指山市
儋州市儋州市公安局	海南省儋州市儋州市
三沙市南沙群岛公安局	海南省三沙市南沙群岛
三沙市中沙群岛的岛礁及其海域公安局	海南省三沙市中沙群岛的岛礁及其海域
三沙市西沙群岛公安局	海南省三沙市西沙群岛
遂宁市射洪县公安局	四川省遂宁市射洪县
遂宁市安居区公安局	四川省遂宁市安居区
遂宁市船山区公安局	四川省遂宁市船山区
遂宁市蓬溪县公安局	四川省遂宁市蓬溪县
遂宁市大英县公安局	四川省遂宁市大英县
资阳市乐至县公安局	四川省资阳市乐至县
资阳市雁江区公安局	四川省资阳市雁江区
资阳市安岳县公安局	四川省资阳市安岳县
绵阳市平武县公安局	四川省绵阳市平武县
绵阳市涪城区公安局	四川省绵阳市涪城区
绵阳市梓潼县公安局	四川省绵阳市梓潼县
绵阳市北川羌族自治县公安局	四川省绵阳市北川羌族自治县
绵阳市游仙区公安局	四川省绵阳市游仙区
绵阳市安州区公安局	四川省绵阳市安州区
绵阳市三台县公安局	四川省绵阳市三台县
绵阳市江油市公安局	四川省绵阳市江油市
绵阳市盐亭县公安局	四川省绵阳市盐亭县
泸州市江阳区公安局	四川省泸州市江阳区
泸州市泸县公安局	四川省泸州市泸县
泸州市纳溪区公安局	四川省泸州市纳溪区
泸州市古蔺县公安局	四川省泸州市古蔺县
泸州市合江县公安局	四川省泸州市合江县
泸州市叙永县公安局	四川省泸州市叙永县
泸州市龙马潭区公安局	四川省泸州市龙马潭区
攀枝花市仁和区公安局	四川省攀枝花市仁和区
攀枝花市西区公安局	四川省攀枝花市西区
攀枝花市米易县公安局	四川省攀枝花市米易县
攀枝花市盐边县公安局	四川省攀枝花市盐边县
攀枝花市东区公安局	四川省攀枝花市东区
南充市南部县公安局	四川省南充市南部县
南充市蓬安县公安局	四川省南充市蓬安县
南充市顺庆区公安局	四川省南充市顺庆区
南充市西充县公安局	四川省南充市西充县
南充市阆中市公安局	四川省南充市阆中市
南充市高坪区公安局	四川省南充市高坪区
南充市营山县公安局	四川省南充市营山县
南充市嘉陵区公安局	四川省南充市嘉陵区
南充市仪陇县公安局	四川省南充市仪陇县
乐山市金口河区公安局	四川省乐山市金口河区
乐山市沙湾区公安局	四川省乐山市沙湾区
乐山市马边彝族自治县公安局	四川省乐山市马边彝族自治县
乐山市井研县公安局	四川省乐山市井研县
乐山市峨眉山市公安局	四川省乐山市峨眉山市
乐山市沐川县公安局	四川省乐山市沐川县
乐山市犍为县公安局	四川省乐山市犍为县
乐山市夹江县公安局	四川省乐山市夹江县
乐山市峨边彝族自治县公安局	四川省乐山市峨边彝族自治县
乐山市市中区公安局	四川省乐山市市中区
乐山市五通桥区公安局	四川省乐山市五通桥区
宜宾市宜宾县公安局	四川省宜宾市宜宾县
巴中市巴中经济开发区公安局	四川省巴中市巴中经济开发区
巴中市恩阳区公安局	四川省巴中市恩阳区
巴中市通江县公安局	四川省巴中市通江县
巴中市南江县公安局	四川省巴中市南江县
巴中市平昌县公安局	四川省巴中市平昌县
巴中市巴州区公安局	四川省巴中市巴州区
凉山彝族自治州布拖县公安局	四川省凉山彝族自治州布拖县
凉山彝族自治州越西县公安局	四川省凉山彝族自治州越西县
凉山彝族自治州喜德县公安局	四川省凉山彝族自治州喜德县
凉山彝族自治州甘洛县公安局	四川省凉山彝族自治州甘洛县
凉山彝族自治州德昌县公安局	四川省凉山彝族自治州德昌县
凉山彝族自治州雷波县公安局	四川省凉山彝族自治州雷波县
凉山彝族自治州会理县公安局	四川省凉山彝族自治州会理县
凉山彝族自治州会东县公安局	四川省凉山彝族自治州会东县
凉山彝族自治州金阳县公安局	四川省凉山彝族自治州金阳县
凉山彝族自治州冕宁县公安局	四川省凉山彝族自治州冕宁县
凉山彝族自治州普格县公安局	四川省凉山彝族自治州普格县
凉山彝族自治州木里藏族自治县公安局	四川省凉山彝族自治州木里藏族自治县
凉山彝族自治州盐源县公安局	四川省凉山彝族自治州盐源县
凉山彝族自治州宁南县公安局	四川省凉山彝族自治州宁南县
凉山彝族自治州昭觉县公安局	四川省凉山彝族自治州昭觉县
凉山彝族自治州美姑县公安局	四川省凉山彝族自治州美姑县
凉山彝族自治州西昌市公安局	四川省凉山彝族自治州西昌市
阿坝藏族羌族自治州马尔康市公安局	四川省阿坝藏族羌族自治州马尔康市
阿坝藏族羌族自治州茂县公安局	四川省阿坝藏族羌族自治州茂县
阿坝藏族羌族自治州小金县公安局	四川省阿坝藏族羌族自治州小金县
阿坝藏族羌族自治州黑水县公安局	四川省阿坝藏族羌族自治州黑水县
阿坝藏族羌族自治州阿坝县公安局	四川省阿坝藏族羌族自治州阿坝县
阿坝藏族羌族自治州松潘县公安局	四川省阿坝藏族羌族自治州松潘县
阿坝藏族羌族自治州理县公安局	四川省阿坝藏族羌族自治州理县
阿坝藏族羌族自治州九寨沟县公安局	四川省阿坝藏族羌族自治州九寨沟县
阿坝藏族羌族自治州若尔盖县公安局	四川省阿坝藏族羌族自治州若尔盖县
阿坝藏族羌族自治州汶川县公安局	四川省阿坝藏族羌族自治州汶川县
阿坝藏族羌族自治州红原县公安局	四川省阿坝藏族羌族自治州红原县
阿坝藏族羌族自治州壤塘县公安局	四川省阿坝藏族羌族自治州壤塘县
阿坝藏族羌族自治州金川县公安局	四川省阿坝藏族羌族自治州金川县
甘孜藏族自治州雅江县公安局	四川省甘孜藏族自治州雅江县
甘孜藏族自治州乡城县公安局	四川省甘孜藏族自治州乡城县
甘孜藏族自治州丹巴县公安局	四川省甘孜藏族自治州丹巴县
甘孜藏族自治州白玉县公安局	四川省甘孜藏族自治州白玉县
甘孜藏族自治州康定市公安局	四川省甘孜藏族自治州康定市
甘孜藏族自治州理塘县公安局	四川省甘孜藏族自治州理塘县
甘孜藏族自治州得荣县公安局	四川省甘孜藏族自治州得荣县
甘孜藏族自治州石渠县公安局	四川省甘孜藏族自治州石渠县
甘孜藏族自治州稻城县公安局	四川省甘孜藏族自治州稻城县
甘孜藏族自治州泸定县公安局	四川省甘孜藏族自治州泸定县
甘孜藏族自治州新龙县公安局	四川省甘孜藏族自治州新龙县
甘孜藏族自治州巴塘县公安局	四川省甘孜藏族自治州巴塘县
甘孜藏族自治州甘孜县公安局	四川省甘孜藏族自治州甘孜县
甘孜藏族自治州德格县公安局	四川省甘孜藏族自治州德格县
甘孜藏族自治州炉霍县公安局	四川省甘孜藏族自治州炉霍县
甘孜藏族自治州九龙县公安局	四川省甘孜藏族自治州九龙县
甘孜藏族自治州色达县公安局	四川省甘孜藏族自治州色达县
甘孜藏族自治州道孚县公安局	四川省甘孜藏族自治州道孚县
自贡市沿滩区公安局	四川省自贡市沿滩区
自贡市荣县公安局	四川省自贡市荣县
自贡市贡井区公安局	四川省自贡市贡井区
自贡市富顺县公安局	四川省自贡市富顺县
自贡市自流井区公安局	四川省自贡市自流井区
自贡市大安区公安局	四川省自贡市大安区
广元市剑阁县公安局	四川省广元市剑阁县
广元市朝天区公安局	四川省广元市朝天区
眉山市丹棱县公安局	四川省眉山市丹棱县
眉山市东坡区公安局	四川省眉山市东坡区
眉山市青神县公安局	四川省眉山市青神县
眉山市仁寿县公安局	四川省眉山市仁寿县
眉山市彭山区公安局	四川省眉山市彭山区
眉山市洪雅县公安局	四川省眉山市洪雅县
济南市济阳县公安局	山东省济南市济阳县
滨州市邹平县公安局	山东省滨州市邹平县
日照市日照国际海洋城公安局	山东省日照市日照国际海洋城
株洲市株洲县公安局	湖南省株洲市株洲县
黔西南布依族苗族自治州册亨县公安局	贵州省黔西南布依族苗族自治州册亨县
黔西南布依族苗族自治州兴仁县公安局	贵州省黔西南布依族苗族自治州兴仁县
黔西南布依族苗族自治州兴义市公安局	贵州省黔西南布依族苗族自治州兴义市
黔西南布依族苗族自治州普安县公安局	贵州省黔西南布依族苗族自治州普安县
黔西南布依族苗族自治州晴隆县公安局	贵州省黔西南布依族苗族自治州晴隆县
黔西南布依族苗族自治州贞丰县公安局	贵州省黔西南布依族苗族自治州贞丰县
黔西南布依族苗族自治州望谟县公安局	贵州省黔西南布依族苗族自治州望谟县
黔西南布依族苗族自治州安龙县公安局	贵州省黔西南布依族苗族自治州安龙县
黔东南苗族侗族自治州岑巩县公安局	贵州省黔东南苗族侗族自治州岑巩县
黔东南苗族侗族自治州剑河县公安局	贵州省黔东南苗族侗族自治州剑河县
黔东南苗族侗族自治州镇远县公安局	贵州省黔东南苗族侗族自治州镇远县
黔东南苗族侗族自治州丹寨县公安局	贵州省黔东南苗族侗族自治州丹寨县
黔东南苗族侗族自治州天柱县公安局	贵州省黔东南苗族侗族自治州天柱县
黔东南苗族侗族自治州黄平县公安局	贵州省黔东南苗族侗族自治州黄平县
黔东南苗族侗族自治州锦屏县公安局	贵州省黔东南苗族侗族自治州锦屏县
黔东南苗族侗族自治州台江县公安局	贵州省黔东南苗族侗族自治州台江县
黔东南苗族侗族自治州雷山县公安局	贵州省黔东南苗族侗族自治州雷山县
黔东南苗族侗族自治州黎平县公安局	贵州省黔东南苗族侗族自治州黎平县
黔东南苗族侗族自治州从江县公安局	贵州省黔东南苗族侗族自治州从江县
黔东南苗族侗族自治州施秉县公安局	贵州省黔东南苗族侗族自治州施秉县
黔东南苗族侗族自治州麻江县公安局	贵州省黔东南苗族侗族自治州麻江县
黔东南苗族侗族自治州榕江县公安局	贵州省黔东南苗族侗族自治州榕江县
黔东南苗族侗族自治州凯里市公安局	贵州省黔东南苗族侗族自治州凯里市
黔东南苗族侗族自治州三穗县公安局	贵州省黔东南苗族侗族自治州三穗县
六盘水市盘州市公安局	贵州省六盘水市盘州市
六盘水市六枝特区公安局	贵州省六盘水市六枝特区
六盘水市水城县公安局	贵州省六盘水市水城县
六盘水市钟山区公安局	贵州省六盘水市钟山区
遵义市桐梓县公安局	贵州省遵义市桐梓县
遵义市绥阳县公安局	贵州省遵义市绥阳县
遵义市习水县公安局	贵州省遵义市习水县
遵义市道真仡佬族苗族自治县公安局	贵州省遵义市道真仡佬族苗族自治县
遵义市余庆县公安局	贵州省遵义市余庆县
遵义市务川仡佬族苗族自治县公安局	贵州省遵义市务川仡佬族苗族自治县
遵义市正安县公安局	贵州省遵义市正安县
遵义市湄潭县公安局	贵州省遵义市湄潭县
遵义市凤冈县公安局	贵州省遵义市凤冈县
遵义市红花岗区公安局	贵州省遵义市红花岗区
遵义市汇川区公安局	贵州省遵义市汇川区
遵义市仁怀市公安局	贵州省遵义市仁怀市
遵义市播州区公安局	贵州省遵义市播州区
遵义市赤水市公安局	贵州省遵义市赤水市
贵阳市乌当区公安局	贵州省贵阳市乌当区
贵阳市白云区公安局	贵州省贵阳市白云区
贵阳市云岩区公安局	贵州省贵阳市云岩区
贵阳市南明区公安局	贵州省贵阳市南明区
贵阳市开阳县公安局	贵州省贵阳市开阳县
贵阳市花溪区公安局	贵州省贵阳市花溪区
贵阳市修文县公安局	贵州省贵阳市修文县
贵阳市息烽县公安局	贵州省贵阳市息烽县
贵阳市观山湖区公安局	贵州省贵阳市观山湖区
贵阳市清镇市公安局	贵州省贵阳市清镇市
毕节市大方县公安局	贵州省毕节市大方县
毕节市织金县公安局	贵州省毕节市织金县
毕节市七星关区公安局	贵州省毕节市七星关区
毕节市金沙县公安局	贵州省毕节市金沙县
毕节市纳雍县公安局	贵州省毕节市纳雍县
毕节市赫章县公安局	贵州省毕节市赫章县
毕节市威宁彝族回族苗族自治县公安局	贵州省毕节市威宁彝族回族苗族自治县
毕节市黔西县公安局	贵州省毕节市黔西县
安顺市关岭布依族苗族自治县公安局	贵州省安顺市关岭布依族苗族自治县
安顺市镇宁布依族苗族自治县公安局	贵州省安顺市镇宁布依族苗族自治县
安顺市平坝区公安局	贵州省安顺市平坝区
安顺市西秀区公安局	贵州省安顺市西秀区
安顺市紫云苗族布依族自治县公安局	贵州省安顺市紫云苗族布依族自治县
安顺市普定县公安局	贵州省安顺市普定县
铜仁市沿河土家族自治县公安局	贵州省铜仁市沿河土家族自治县
铜仁市江口县公安局	贵州省铜仁市江口县
铜仁市德江县公安局	贵州省铜仁市德江县
铜仁市石阡县公安局	贵州省铜仁市石阡县
铜仁市思南县公安局	贵州省铜仁市思南县
铜仁市松桃苗族自治县公安局	贵州省铜仁市松桃苗族自治县
铜仁市万山区公安局	贵州省铜仁市万山区
铜仁市印江土家族苗族自治县公安局	贵州省铜仁市印江土家族苗族自治县
铜仁市碧江区公安局	贵州省铜仁市碧江区
铜仁市玉屏侗族自治县公安局	贵州省铜仁市玉屏侗族自治县
黔南布依族苗族自治州平塘县公安局	贵州省黔南布依族苗族自治州平塘县
黔南布依族苗族自治州瓮安县公安局	贵州省黔南布依族苗族自治州瓮安县
黔南布依族苗族自治州荔波县公安局	贵州省黔南布依族苗族自治州荔波县
黔南布依族苗族自治州福泉市公安局	贵州省黔南布依族苗族自治州福泉市
黔南布依族苗族自治州惠水县公安局	贵州省黔南布依族苗族自治州惠水县
黔南布依族苗族自治州都匀市公安局	贵州省黔南布依族苗族自治州都匀市
黔南布依族苗族自治州罗甸县公安局	贵州省黔南布依族苗族自治州罗甸县
黔南布依族苗族自治州龙里县公安局	贵州省黔南布依族苗族自治州龙里县
黔南布依族苗族自治州独山县公安局	贵州省黔南布依族苗族自治州独山县
黔南布依族苗族自治州长顺县公安局	贵州省黔南布依族苗族自治州长顺县
黔南布依族苗族自治州贵定县公安局	贵州省黔南布依族苗族自治州贵定县
黔南布依族苗族自治州三都水族自治县公安局	贵州省黔南布依族苗族自治州三都水族自治县
阳泉市山西阳泉经济开发区公安局	山西省阳泉市山西阳泉经济开发区
长治市城区公安局	山西省长治市城区
长治市郊区公安局	山西省长治市郊区
长治市屯留县公安局	山西省长治市屯留县
长治市潞城市公安局	山西省长治市潞城市
长治市长治县公安局	山西省长治市长治县
朔州市怀仁县公安局	山西省朔州市怀仁县
大同市矿区公安局	山西省大同市矿区
大同市南郊区公安局	山西省大同市南郊区
大同市大同县公安局	山西省大同市大同县
大同市城区公安局	山西省大同市城区
南通市海安县公安局	江苏省南通市海安县
珠海市香洲区公安局	广东省珠海市香洲区
珠海市斗门区公安局	广东省珠海市斗门区
珠海市金湾区公安局	广东省珠海市金湾区
肇庆市怀集县公安局	广东省肇庆市怀集县
肇庆市广宁县公安局	广东省肇庆市广宁县
肇庆市鼎湖区公安局	广东省肇庆市鼎湖区
肇庆市封开县公安局	广东省肇庆市封开县
肇庆市德庆县公安局	广东省肇庆市德庆县
肇庆市高要区公安局	广东省肇庆市高要区
肇庆市四会市公安局	广东省肇庆市四会市
肇庆市端州区公安局	广东省肇庆市端州区
惠州市龙门县公安局	广东省惠州市龙门县
惠州市惠城区公安局	广东省惠州市惠城区
惠州市惠东县公安局	广东省惠州市惠东县
惠州市惠阳区公安局	广东省惠州市惠阳区
惠州市博罗县公安局	广东省惠州市博罗县
清远市清城区公安局	广东省清远市清城区
清远市佛冈县公安局	广东省清远市佛冈县
清远市连山壮族瑶族自治县公安局	广东省清远市连山壮族瑶族自治县
清远市连南瑶族自治县公安局	广东省清远市连南瑶族自治县
清远市英德市公安局	广东省清远市英德市
清远市阳山县公安局	广东省清远市阳山县
清远市连州市公安局	广东省清远市连州市
清远市清新区公安局	广东省清远市清新区
河源市东源县公安局	广东省河源市东源县
河源市连平县公安局	广东省河源市连平县
河源市源城区公安局	广东省河源市源城区
河源市紫金县公安局	广东省河源市紫金县
河源市龙川县公安局	广东省河源市龙川县
河源市和平县公安局	广东省河源市和平县
江门市江海区公安局	广东省江门市江海区
江门市蓬江区公安局	广东省江门市蓬江区
江门市恩平市公安局	广东省江门市恩平市
江门市新会区公安局	广东省江门市新会区
江门市鹤山市公安局	广东省江门市鹤山市
江门市开平市公安局	广东省江门市开平市
江门市台山市公安局	广东省江门市台山市
湛江市雷州市公安局	广东省湛江市雷州市
